x3/4 : ['a', 'b', 'c', 'e', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n', 'o', 'p', 'q', 'r', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z']
s12 : ['w', 'l', 'x', 'd', 'o', 'i', 's', 'f', 'q', 'e', 'b', 'z', 'g', 'a', 'p', 'h', 'y', 'k', 't', 'j', 'u', 'c', 'm', 'n', 'v', 'r']
x4/0 : ['o', 'l', 'x', 'd', 'w', 'i', 's', 'f', 'q', 'e', 'b', 'z', 'g', 'a', 'p', 'h', 'y', 'k', 't', 'j', 'u', 'c', 'm', 'n', 'v', 'r']
pb/n : ['o', 'l', 'x', 'd', 'w', 'i', 's', 'f', 'q', 'e', 'n', 'z', 'g', 'a', 'p', 'h', 'y', 'k', 't', 'j', 'u', 'c', 'm', 'b', 'v', 'r']
x5/11 : ['o', 'l', 'x', 'd', 'w', 'z', 's', 'f', 'q', 'e', 'n', 'i', 'g', 'a', 'p', 'h', 'y', 'k', 't', 'j', 'u', 'c', 'm', 'b', 'v', 'r']
s4 : ['m', 'b', 'v', 'r', 'o', 'l', 'x', 'd', 'w', 'z', 's', 'f', 'q', 'e', 'n', 'i', 'g', 'a', 'p', 'h', 'y', 'k', 't', 'j', 'u', 'c']
x8/1 : ['m', 'w', 'v', 'r', 'o', 'l', 'x', 'd', 'b', 'z', 's', 'f', 'q', 'e', 'n', 'i', 'g', 'a', 'p', 'h', 'y', 'k', 't', 'j', 'u', 'c']
pm/p : ['p', 'w', 'v', 'r', 'o', 'l', 'x', 'd', 'b', 'z', 's', 'f', 'q', 'e', 'n', 'i', 'g', 'a', 'm', 'h', 'y', 'k', 't', 'j', 'u', 'c']
x12/5 : ['p', 'w', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's', 'f', 'l', 'e', 'n', 'i', 'g', 'a', 'm', 'h', 'y', 'k', 't', 'j', 'u', 'c']
s6 : ['y', 'k', 't', 'j', 'u', 'c', 'p', 'w', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's', 'f', 'l', 'e', 'n', 'i', 'g', 'a', 'm', 'h']
x2/7 : ['y', 'k', 'w', 'j', 'u', 'c', 'p', 't', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's', 'f', 'l', 'e', 'n', 'i', 'g', 'a', 'm', 'h']
s9 : ['f', 'l', 'e', 'n', 'i', 'g', 'a', 'm', 'h', 'y', 'k', 'w', 'j', 'u', 'c', 'p', 't', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's']
x6/13 : ['f', 'l', 'e', 'n', 'i', 'g', 'u', 'm', 'h', 'y', 'k', 'w', 'j', 'a', 'c', 'p', 't', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's']
pk/f : ['k', 'l', 'e', 'n', 'i', 'g', 'u', 'm', 'h', 'y', 'f', 'w', 'j', 'a', 'c', 'p', 't', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's']
x15/3 : ['k', 'l', 'e', 'p', 'i', 'g', 'u', 'm', 'h', 'y', 'f', 'w', 'j', 'a', 'c', 'n', 't', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's']
s15 : ['w', 'j', 'a', 'c', 'n', 't', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's', 'k', 'l', 'e', 'p', 'i', 'g', 'u', 'm', 'h', 'y', 'f']
x0/5 : ['t', 'j', 'a', 'c', 'n', 'w', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's', 'k', 'l', 'e', 'p', 'i', 'g', 'u', 'm', 'h', 'y', 'f']
pi/j : ['t', 'i', 'a', 'c', 'n', 'w', 'v', 'r', 'o', 'q', 'x', 'd', 'b', 'z', 's', 'k', 'l', 'e', 'p', 'j', 'g', 'u', 'm', 'h', 'y', 'f']
x11/14 : ['t', 'i', 'a', 'c', 'n', 'w', 'v', 'r', 'o', 'q', 'x', 's', 'b', 'z', 'd', 'k', 'l', 'e', 'p', 'j', 'g', 'u', 'm', 'h', 'y', 'f']
pl/e : ['t', 'i', 'a', 'c', 'n', 'w', 'v', 'r', 'o', 'q', 'x', 's', 'b', 'z', 'd', 'k', 'e', 'l', 'p', 'j', 'g', 'u', 'm', 'h', 'y', 'f']
x8/4 : ['t', 'i', 'a', 'c', 'o', 'w', 'v', 'r', 'n', 'q', 'x', 's', 'b', 'z', 'd', 'k', 'e', 'l', 'p', 'j', 'g', 'u', 'm', 'h', 'y', 'f']
s10 : ['e', 'l', 'p', 'j', 'g', 'u', 'm', 'h', 'y', 'f', 't', 'i', 'a', 'c', 'o', 'w', 'v', 'r', 'n', 'q', 'x', 's', 'b', 'z', 'd', 'k']
x12/9 : ['e', 'l', 'p', 'j', 'g', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v', 'r', 'n', 'q', 'x', 's', 'b', 'z', 'd', 'k']
s3 : ['z', 'd', 'k', 'e', 'l', 'p', 'j', 'g', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v', 'r', 'n', 'q', 'x', 's', 'b']
x6/1 : ['z', 'j', 'k', 'e', 'l', 'p', 'd', 'g', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v', 'r', 'n', 'q', 'x', 's', 'b']
s3 : ['x', 's', 'b', 'z', 'j', 'k', 'e', 'l', 'p', 'd', 'g', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v', 'r', 'n', 'q']
x8/9 : ['x', 's', 'b', 'z', 'j', 'k', 'e', 'l', 'd', 'p', 'g', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v', 'r', 'n', 'q']
pg/k : ['x', 's', 'b', 'z', 'j', 'g', 'e', 'l', 'd', 'p', 'k', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v', 'r', 'n', 'q']
x6/10 : ['x', 's', 'b', 'z', 'j', 'g', 'k', 'l', 'd', 'p', 'e', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v', 'r', 'n', 'q']
s3 : ['r', 'n', 'q', 'x', 's', 'b', 'z', 'j', 'g', 'k', 'l', 'd', 'p', 'e', 'u', 'm', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v']
x15/3 : ['r', 'n', 'q', 'm', 's', 'b', 'z', 'j', 'g', 'k', 'l', 'd', 'p', 'e', 'u', 'x', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w', 'v']
s1 : ['v', 'r', 'n', 'q', 'm', 's', 'b', 'z', 'j', 'g', 'k', 'l', 'd', 'p', 'e', 'u', 'x', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w']
x8/0 : ['j', 'r', 'n', 'q', 'm', 's', 'b', 'z', 'v', 'g', 'k', 'l', 'd', 'p', 'e', 'u', 'x', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o', 'w']
s1 : ['w', 'j', 'r', 'n', 'q', 'm', 's', 'b', 'z', 'v', 'g', 'k', 'l', 'd', 'p', 'e', 'u', 'x', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o']
x6/13 : ['w', 'j', 'r', 'n', 'q', 'm', 'd', 'b', 'z', 'v', 'g', 'k', 'l', 's', 'p', 'e', 'u', 'x', 'h', 'y', 'a', 't', 'i', 'f', 'c', 'o']
pa/h : ['w', 'j', 'r', 'n', 'q', 'm', 'd', 'b', 'z', 'v', 'g', 'k', 'l', 's', 'p', 'e', 'u', 'x', 'a', 'y', 'h', 't', 'i', 'f', 'c', 'o']
x8/7 : ['w', 'j', 'r', 'n', 'q', 'm', 'd', 'z', 'b', 'v', 'g', 'k', 'l', 's', 'p', 'e', 'u', 'x', 'a', 'y', 'h', 't', 'i', 'f', 'c', 'o']
s4 : ['i', 'f', 'c', 'o', 'w', 'j', 'r', 'n', 'q', 'm', 'd', 'z', 'b', 'v', 'g', 'k', 'l', 's', 'p', 'e', 'u', 'x', 'a', 'y', 'h', 't']
pb/f : ['i', 'b', 'c', 'o', 'w', 'j', 'r', 'n', 'q', 'm', 'd', 'z', 'f', 'v', 'g', 'k', 'l', 's', 'p', 'e', 'u', 'x', 'a', 'y', 'h', 't']
x9/2 : ['i', 'b', 'm', 'o', 'w', 'j', 'r', 'n', 'q', 'c', 'd', 'z', 'f', 'v', 'g', 'k', 'l', 's', 'p', 'e', 'u', 'x', 'a', 'y', 'h', 't']
s10 : ['l', 's', 'p', 'e', 'u', 'x', 'a', 'y', 'h', 't', 'i', 'b', 'm', 'o', 'w', 'j', 'r', 'n', 'q', 'c', 'd', 'z', 'f', 'v', 'g', 'k']
pi/a : ['l', 's', 'p', 'e', 'u', 'x', 'i', 'y', 'h', 't', 'a', 'b', 'm', 'o', 'w', 'j', 'r', 'n', 'q', 'c', 'd', 'z', 'f', 'v', 'g', 'k']
x1/0 : ['s', 'l', 'p', 'e', 'u', 'x', 'i', 'y', 'h', 't', 'a', 'b', 'm', 'o', 'w', 'j', 'r', 'n', 'q', 'c', 'd', 'z', 'f', 'v', 'g', 'k']
pl/j : ['s', 'j', 'p', 'e', 'u', 'x', 'i', 'y', 'h', 't', 'a', 'b', 'm', 'o', 'w', 'l', 'r', 'n', 'q', 'c', 'd', 'z', 'f', 'v', 'g', 'k']
x14/3 : ['s', 'j', 'p', 'w', 'u', 'x', 'i', 'y', 'h', 't', 'a', 'b', 'm', 'o', 'e', 'l', 'r', 'n', 'q', 'c', 'd', 'z', 'f', 'v', 'g', 'k']
pf/d : ['s', 'j', 'p', 'w', 'u', 'x', 'i', 'y', 'h', 't', 'a', 'b', 'm', 'o', 'e', 'l', 'r', 'n', 'q', 'c', 'f', 'z', 'd', 'v', 'g', 'k']
x9/1 : ['s', 't', 'p', 'w', 'u', 'x', 'i', 'y', 'h', 'j', 'a', 'b', 'm', 'o', 'e', 'l', 'r', 'n', 'q', 'c', 'f', 'z', 'd', 'v', 'g', 'k']
pe/i : ['s', 't', 'p', 'w', 'u', 'x', 'e', 'y', 'h', 'j', 'a', 'b', 'm', 'o', 'i', 'l', 'r', 'n', 'q', 'c', 'f', 'z', 'd', 'v', 'g', 'k']
x8/4 : ['s', 't', 'p', 'w', 'h', 'x', 'e', 'y', 'u', 'j', 'a', 'b', 'm', 'o', 'i', 'l', 'r', 'n', 'q', 'c', 'f', 'z', 'd', 'v', 'g', 'k']
pa/f : ['s', 't', 'p', 'w', 'h', 'x', 'e', 'y', 'u', 'j', 'f', 'b', 'm', 'o', 'i', 'l', 'r', 'n', 'q', 'c', 'a', 'z', 'd', 'v', 'g', 'k']
x7/12 : ['s', 't', 'p', 'w', 'h', 'x', 'e', 'm', 'u', 'j', 'f', 'b', 'y', 'o', 'i', 'l', 'r', 'n', 'q', 'c', 'a', 'z', 'd', 'v', 'g', 'k']
pc/h : ['s', 't', 'p', 'w', 'c', 'x', 'e', 'm', 'u', 'j', 'f', 'b', 'y', 'o', 'i', 'l', 'r', 'n', 'q', 'h', 'a', 'z', 'd', 'v', 'g', 'k']
x1/10 : ['s', 'f', 'p', 'w', 'c', 'x', 'e', 'm', 'u', 'j', 't', 'b', 'y', 'o', 'i', 'l', 'r', 'n', 'q', 'h', 'a', 'z', 'd', 'v', 'g', 'k']
s13 : ['o', 'i', 'l', 'r', 'n', 'q', 'h', 'a', 'z', 'd', 'v', 'g', 'k', 's', 'f', 'p', 'w', 'c', 'x', 'e', 'm', 'u', 'j', 't', 'b', 'y']
x9/15 : ['o', 'i', 'l', 'r', 'n', 'q', 'h', 'a', 'z', 'p', 'v', 'g', 'k', 's', 'f', 'd', 'w', 'c', 'x', 'e', 'm', 'u', 'j', 't', 'b', 'y']
pb/f : ['o', 'i', 'l', 'r', 'n', 'q', 'h', 'a', 'z', 'p', 'v', 'g', 'k', 's', 'b', 'd', 'w', 'c', 'x', 'e', 'm', 'u', 'j', 't', 'f', 'y']
x5/1 : ['o', 'q', 'l', 'r', 'n', 'i', 'h', 'a', 'z', 'p', 'v', 'g', 'k', 's', 'b', 'd', 'w', 'c', 'x', 'e', 'm', 'u', 'j', 't', 'f', 'y']
ph/j : ['o', 'q', 'l', 'r', 'n', 'i', 'j', 'a', 'z', 'p', 'v', 'g', 'k', 's', 'b', 'd', 'w', 'c', 'x', 'e', 'm', 'u', 'h', 't', 'f', 'y']
x14/12 : ['o', 'q', 'l', 'r', 'n', 'i', 'j', 'a', 'z', 'p', 'v', 'g', 'b', 's', 'k', 'd', 'w', 'c', 'x', 'e', 'm', 'u', 'h', 't', 'f', 'y']
s10 : ['w', 'c', 'x', 'e', 'm', 'u', 'h', 't', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'a', 'z', 'p', 'v', 'g', 'b', 's', 'k', 'd']
pf/p : ['w', 'c', 'x', 'e', 'm', 'u', 'h', 't', 'p', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'a', 'z', 'f', 'v', 'g', 'b', 's', 'k', 'd']
x8/1 : ['w', 'p', 'x', 'e', 'm', 'u', 'h', 't', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'a', 'z', 'f', 'v', 'g', 'b', 's', 'k', 'd']
s4 : ['b', 's', 'k', 'd', 'w', 'p', 'x', 'e', 'm', 'u', 'h', 't', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'a', 'z', 'f', 'v', 'g']
x6/2 : ['b', 's', 'x', 'd', 'w', 'p', 'k', 'e', 'm', 'u', 'h', 't', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'a', 'z', 'f', 'v', 'g']
pa/b : ['a', 's', 'x', 'd', 'w', 'p', 'k', 'e', 'm', 'u', 'h', 't', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z', 'f', 'v', 'g']
x3/7 : ['a', 's', 'x', 'e', 'w', 'p', 'k', 'd', 'm', 'u', 'h', 't', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z', 'f', 'v', 'g']
pp/k : ['a', 's', 'x', 'e', 'w', 'k', 'p', 'd', 'm', 'u', 'h', 't', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z', 'f', 'v', 'g']
x5/11 : ['a', 's', 'x', 'e', 'w', 't', 'p', 'd', 'm', 'u', 'h', 'k', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z', 'f', 'v', 'g']
ph/f : ['a', 's', 'x', 'e', 'w', 't', 'p', 'd', 'm', 'u', 'f', 'k', 'c', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z', 'h', 'v', 'g']
x10/12 : ['a', 's', 'x', 'e', 'w', 't', 'p', 'd', 'm', 'u', 'c', 'k', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z', 'h', 'v', 'g']
s3 : ['h', 'v', 'g', 'a', 's', 'x', 'e', 'w', 't', 'p', 'd', 'm', 'u', 'c', 'k', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z']
x0/8 : ['t', 'v', 'g', 'a', 's', 'x', 'e', 'w', 'h', 'p', 'd', 'm', 'u', 'c', 'k', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z']
pk/d : ['t', 'v', 'g', 'a', 's', 'x', 'e', 'w', 'h', 'p', 'k', 'm', 'u', 'c', 'd', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z']
x10/4 : ['t', 'v', 'g', 'a', 'k', 'x', 'e', 'w', 'h', 'p', 's', 'm', 'u', 'c', 'd', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'b', 'z']
pb/c : ['t', 'v', 'g', 'a', 'k', 'x', 'e', 'w', 'h', 'p', 's', 'm', 'u', 'b', 'd', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z']
x0/13 : ['b', 'v', 'g', 'a', 'k', 'x', 'e', 'w', 'h', 'p', 's', 'm', 'u', 't', 'd', 'f', 'y', 'o', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z']
pg/o : ['b', 'v', 'o', 'a', 'k', 'x', 'e', 'w', 'h', 'p', 's', 'm', 'u', 't', 'd', 'f', 'y', 'g', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z']
x10/2 : ['b', 'v', 's', 'a', 'k', 'x', 'e', 'w', 'h', 'p', 'o', 'm', 'u', 't', 'd', 'f', 'y', 'g', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z']
s14 : ['u', 't', 'd', 'f', 'y', 'g', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z', 'b', 'v', 's', 'a', 'k', 'x', 'e', 'w', 'h', 'p', 'o', 'm']
pb/k : ['u', 't', 'd', 'f', 'y', 'g', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z', 'k', 'v', 's', 'a', 'b', 'x', 'e', 'w', 'h', 'p', 'o', 'm']
x5/1 : ['u', 'g', 'd', 'f', 'y', 't', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z', 'k', 'v', 's', 'a', 'b', 'x', 'e', 'w', 'h', 'p', 'o', 'm']
s3 : ['p', 'o', 'm', 'u', 'g', 'd', 'f', 'y', 't', 'q', 'l', 'r', 'n', 'i', 'j', 'c', 'z', 'k', 'v', 's', 'a', 'b', 'x', 'e', 'w', 'h']
x10/9 : ['p', 'o', 'm', 'u', 'g', 'd', 'f', 'y', 't', 'l', 'q', 'r', 'n', 'i', 'j', 'c', 'z', 'k', 'v', 's', 'a', 'b', 'x', 'e', 'w', 'h']
ph/j : ['p', 'o', 'm', 'u', 'g', 'd', 'f', 'y', 't', 'l', 'q', 'r', 'n', 'i', 'h', 'c', 'z', 'k', 'v', 's', 'a', 'b', 'x', 'e', 'w', 'j']
x4/8 : ['p', 'o', 'm', 'u', 't', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n', 'i', 'h', 'c', 'z', 'k', 'v', 's', 'a', 'b', 'x', 'e', 'w', 'j']
s7 : ['s', 'a', 'b', 'x', 'e', 'w', 'j', 'p', 'o', 'm', 'u', 't', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n', 'i', 'h', 'c', 'z', 'k', 'v']
x9/7 : ['s', 'a', 'b', 'x', 'e', 'w', 'j', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n', 'i', 'h', 'c', 'z', 'k', 'v']
s6 : ['i', 'h', 'c', 'z', 'k', 'v', 's', 'a', 'b', 'x', 'e', 'w', 'j', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n']
x1/5 : ['i', 'v', 'c', 'z', 'k', 'h', 's', 'a', 'b', 'x', 'e', 'w', 'j', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n']
s9 : ['t', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n', 'i', 'v', 'c', 'z', 'k', 'h', 's', 'a', 'b', 'x', 'e', 'w', 'j', 'm', 'o', 'p', 'u']
x14/13 : ['t', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n', 'i', 'v', 'c', 'z', 'h', 'k', 's', 'a', 'b', 'x', 'e', 'w', 'j', 'm', 'o', 'p', 'u']
s3 : ['o', 'p', 'u', 't', 'd', 'f', 'y', 'g', 'l', 'q', 'r', 'n', 'i', 'v', 'c', 'z', 'h', 'k', 's', 'a', 'b', 'x', 'e', 'w', 'j', 'm']
x11/6 : ['o', 'p', 'u', 't', 'd', 'f', 'n', 'g', 'l', 'q', 'r', 'y', 'i', 'v', 'c', 'z', 'h', 'k', 's', 'a', 'b', 'x', 'e', 'w', 'j', 'm']
s15 : ['y', 'i', 'v', 'c', 'z', 'h', 'k', 's', 'a', 'b', 'x', 'e', 'w', 'j', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'n', 'g', 'l', 'q', 'r']
x13/9 : ['y', 'i', 'v', 'c', 'z', 'h', 'k', 's', 'a', 'j', 'x', 'e', 'w', 'b', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'n', 'g', 'l', 'q', 'r']
s4 : ['g', 'l', 'q', 'r', 'y', 'i', 'v', 'c', 'z', 'h', 'k', 's', 'a', 'j', 'x', 'e', 'w', 'b', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'n']
x5/7 : ['g', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'k', 's', 'a', 'j', 'x', 'e', 'w', 'b', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'n']
pn/b : ['g', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'k', 's', 'a', 'j', 'x', 'e', 'w', 'n', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'b']
x10/12 : ['g', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'a', 's', 'k', 'j', 'x', 'e', 'w', 'n', 'm', 'o', 'p', 'u', 't', 'd', 'f', 'b']
s8 : ['m', 'o', 'p', 'u', 't', 'd', 'f', 'b', 'g', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'a', 's', 'k', 'j', 'x', 'e', 'w', 'n']
x1/8 : ['m', 'g', 'p', 'u', 't', 'd', 'f', 'b', 'o', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'a', 's', 'k', 'j', 'x', 'e', 'w', 'n']
s7 : ['s', 'k', 'j', 'x', 'e', 'w', 'n', 'm', 'g', 'p', 'u', 't', 'd', 'f', 'b', 'o', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'a']
x3/0 : ['x', 'k', 'j', 's', 'e', 'w', 'n', 'm', 'g', 'p', 'u', 't', 'd', 'f', 'b', 'o', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'a']
s9 : ['q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'a', 'x', 'k', 'j', 's', 'e', 'w', 'n', 'm', 'g', 'p', 'u', 't', 'd', 'f', 'b', 'o', 'l']
pj/f : ['q', 'r', 'y', 'c', 'v', 'i', 'z', 'h', 'a', 'x', 'k', 'f', 's', 'e', 'w', 'n', 'm', 'g', 'p', 'u', 't', 'd', 'j', 'b', 'o', 'l']
x7/6 : ['q', 'r', 'y', 'c', 'v', 'i', 'h', 'z', 'a', 'x', 'k', 'f', 's', 'e', 'w', 'n', 'm', 'g', 'p', 'u', 't', 'd', 'j', 'b', 'o', 'l']
s4 : ['j', 'b', 'o', 'l', 'q', 'r', 'y', 'c', 'v', 'i', 'h', 'z', 'a', 'x', 'k', 'f', 's', 'e', 'w', 'n', 'm', 'g', 'p', 'u', 't', 'd']
x8/1 : ['j', 'v', 'o', 'l', 'q', 'r', 'y', 'c', 'b', 'i', 'h', 'z', 'a', 'x', 'k', 'f', 's', 'e', 'w', 'n', 'm', 'g', 'p', 'u', 't', 'd']
s7 : ['n', 'm', 'g', 'p', 'u', 't', 'd', 'j', 'v', 'o', 'l', 'q', 'r', 'y', 'c', 'b', 'i', 'h', 'z', 'a', 'x', 'k', 'f', 's', 'e', 'w']
x12/5 : ['n', 'm', 'g', 'p', 'u', 'r', 'd', 'j', 'v', 'o', 'l', 'q', 't', 'y', 'c', 'b', 'i', 'h', 'z', 'a', 'x', 'k', 'f', 's', 'e', 'w']
pe/b : ['n', 'm', 'g', 'p', 'u', 'r', 'd', 'j', 'v', 'o', 'l', 'q', 't', 'y', 'c', 'e', 'i', 'h', 'z', 'a', 'x', 'k', 'f', 's', 'b', 'w']
s13 : ['y', 'c', 'e', 'i', 'h', 'z', 'a', 'x', 'k', 'f', 's', 'b', 'w', 'n', 'm', 'g', 'p', 'u', 'r', 'd', 'j', 'v', 'o', 'l', 'q', 't']
x9/13 : ['y', 'c', 'e', 'i', 'h', 'z', 'a', 'x', 'k', 'n', 's', 'b', 'w', 'f', 'm', 'g', 'p', 'u', 'r', 'd', 'j', 'v', 'o', 'l', 'q', 't']
pn/d : ['y', 'c', 'e', 'i', 'h', 'z', 'a', 'x', 'k', 'd', 's', 'b', 'w', 'f', 'm', 'g', 'p', 'u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't']
x14/8 : ['y', 'c', 'e', 'i', 'h', 'z', 'a', 'x', 'm', 'd', 's', 'b', 'w', 'f', 'k', 'g', 'p', 'u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't']
pb/f : ['y', 'c', 'e', 'i', 'h', 'z', 'a', 'x', 'm', 'd', 's', 'f', 'w', 'b', 'k', 'g', 'p', 'u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't']
x4/7 : ['y', 'c', 'e', 'i', 'x', 'z', 'a', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k', 'g', 'p', 'u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't']
s9 : ['u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't', 'y', 'c', 'e', 'i', 'x', 'z', 'a', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k', 'g', 'p']
x9/14 : ['u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'a', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k', 'g', 'p']
s13 : ['x', 'y', 'a', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k', 'g', 'p', 'u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i']
x2/11 : ['x', 'y', 'g', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k', 'a', 'p', 'u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i']
s15 : ['a', 'p', 'u', 'r', 'n', 'j', 'v', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'g', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k']
x6/4 : ['a', 'p', 'u', 'r', 'v', 'j', 'n', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'g', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k']
pn/g : ['a', 'p', 'u', 'r', 'v', 'j', 'g', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'n', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k']
x3/9 : ['a', 'p', 'u', 'q', 'v', 'j', 'g', 'o', 'l', 'r', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'n', 'h', 'm', 'd', 's', 'f', 'w', 'b', 'k']
s5 : ['s', 'f', 'w', 'b', 'k', 'a', 'p', 'u', 'q', 'v', 'j', 'g', 'o', 'l', 'r', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'n', 'h', 'm', 'd']
x8/14 : ['s', 'f', 'w', 'b', 'k', 'a', 'p', 'u', 'r', 'v', 'j', 'g', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'n', 'h', 'm', 'd']
pp/m : ['s', 'f', 'w', 'b', 'k', 'a', 'm', 'u', 'r', 'v', 'j', 'g', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'n', 'h', 'p', 'd']
x11/7 : ['s', 'f', 'w', 'b', 'k', 'a', 'm', 'g', 'r', 'v', 'j', 'u', 'o', 'l', 'q', 't', 'z', 'c', 'e', 'i', 'x', 'y', 'n', 'h', 'p', 'd']
